,date,well,prot,osm,A_after,A_before,D_after,D_before,area,directA_after,directA_before,A_corr_before,A_corr_after,D/A_before,D/A_after,d_directA
3202,5/27/2021,F2,WT,650,22470.268,21556.961,4136.813,4052.88,126.75,8246.627,7983.733,17892.02533,18710.89798,0.226518794,0.221091099,262.894
3203,5/27/2021,F2,WT,650,17147.736,15577.069,3110.345,2887.529,147.03,6818.081,6225.081,12863.91324,14203.81776,0.224467388,0.218979506,593
3205,5/27/2021,F2,WT,650,33728.355,31838.99,5062.525,4871.188,170.69,12179.327,11526.356,27067.25272,28731.14462,0.179966103,0.176203387,652.971
3206,5/27/2021,F2,WT,650,25836,23804.617,4014.217,3847.7,101.4,9401.833,8755.3,20101.829,21922.11672,0.191410443,0.183112655,646.533
3207,5/27/2021,F2,WT,650,30891.561,31362.68,4963.507,5008.761,226.46,11230.403,11412.358,26539.68865,26127.12572,0.188727195,0.189975241,-181.955
3209,5/27/2021,F2,WT,650,24417.846,24403.678,4386.346,4381.677,219.7,8894.907,8938.923,20382.99382,20403.05029,0.214967293,0.214984815,-44.016
3210,5/27/2021,F2,WT,650,16577.164,15908,3345.869,3199.164,103.09,6035.836,5782.672,13113.7354,13657.04459,0.243955204,0.244992171,253.164
3211,5/27/2021,F2,WT,650,18624.246,18180.766,3325.961,3276.091,130.13,7626.312,7504.39,15018.60367,15412.48739,0.218135525,0.215796511,121.922
3212,5/27/2021,F2,WT,650,38048.379,38117.621,5867.081,5955.77,147.03,13010.184,13016.287,32487.96837,32466.89111,0.183322328,0.180709665,-6.103
3214,5/27/2021,F2,WT,650,17074.639,16795.877,3221.763,3249.093,163.93,6204.33,6124.845,13910.13716,14188.28191,0.233577352,0.227072102,79.485
3216,5/27/2021,F2,WT,650,27069.355,30828.371,4093.226,4523.468,104.78,10494.742,11897.29,26170.44786,22905.94424,0.172846412,0.178697108,-1402.548
3218,5/27/2021,F2,WT,650,27336.26,26545.658,4325.448,4255.589,539.11,13081.197,11845.643,22039.52366,22558.34513,0.193088974,0.191744916,1235.554
3219,5/27/2021,F2,WT,650,31336.082,30731.207,5242.474,5291.274,228.15,9646.052,9585.793,26105.53111,26724.8209,0.202687851,0.196164982,60.259
3220,5/27/2021,F2,WT,650,32545.084,31173.625,4974.806,4865.236,121.68,10174.792,9783.973,26736.09505,27975.22634,0.181972573,0.177828981,390.819
3221,5/27/2021,F2,WT,650,18564.137,18469.549,3539.163,3547.608,258.57,7102.32,7043.706,15251.01262,15338.93981,0.232614587,0.230730614,58.614
3223,5/27/2021,F2,WT,650,30985.953,28425.771,5301.772,5021.643,326.17,11068.218,10243.539,23818.0278,26073.05242,0.210833703,0.203342973,824.679
3224,5/27/2021,F2,WT,650,29084.217,27368.82,5073.745,4740.038,179.14,9674.858,9165.038,23115.24264,24556.90913,0.20506114,0.206611711,509.82
3225,5/27/2021,F2,WT,650,13957.717,15094.917,3072.767,3109.083,101.4,5383.617,5901.567,12325.80528,11306.26326,0.252241775,0.271775646,-517.95
3227,5/27/2021,F2,WT,650,20428.438,19317.641,3287.75,3213.156,108.16,8187.828,7848.469,16123.45921,17130.24318,0.199284531,0.191926639,339.359
3228,5/27/2021,F2,WT,650,13068.792,15720.694,3048.708,3244.139,121.68,4951.556,6037.236,12854.22549,10512.18112,0.252379189,0.290016693,-1085.68
3229,5/27/2021,F2,WT,650,26984.633,26331.941,4603.664,4614.248,170.69,9039.822,8823.624,22209.901,22827.1249,0.207756352,0.201675157,216.198
3230,5/27/2021,F2,WT,650,35774.102,34499.27,5448.13,5359.25,169,12451.79,12015.32,29375.9567,30520.753,0.182436612,0.178505753,436.47
3231,5/27/2021,F2,WT,650,17671.531,16256.885,3318.788,3043.77,190.97,6878.328,6362.62,13434.7891,14605.69104,0.226558823,0.227225675,515.708
3232,5/27/2021,F2,WT,650,31080.213,28708.996,4928.311,4781.738,380.25,10930.995,10157.782,24244.69628,26391.31912,0.197228208,0.186739851,773.213
3233,5/27/2021,F2,WT,650,17732,16762.408,3258.612,3147.418,165.62,6531.99,6212.612,13913.88018,14763.85754,0.226207065,0.220715487,319.378
3235,5/27/2021,F2,WT,650,18407.217,18666.086,4065.141,3859.005,334.62,6962.823,7002.561,15290.32676,14929.7559,0.252382115,0.272284492,-39.738
3236,5/27/2021,F2,WT,650,18675.393,17481.625,3607.917,3393.242,202.8,7175.65,6732.742,14403.98576,15399.82349,0.235576601,0.23428301,442.908
3237,5/27/2021,F2,WT,650,22799.109,21196.285,3969.088,3670.989,153.79,8698.297,8142.945,17703.50128,19042.81593,0.20735949,0.208429678,555.352
3239,5/27/2021,F2,WT,650,15851.282,15707.63,3356.299,3284.199,730.08,5797.076,5742.361,12875.95594,12970.99909,0.25506448,0.258754085,54.715
3240,5/27/2021,F2,WT,650,21538.941,19943.789,3841.129,3618.224,143.65,7550.729,7011.176,16694.00684,18068.50412,0.216737901,0.212586995,539.553
3241,5/27/2021,F2,WT,650,18986.816,18586.041,3890.286,3856.256,283.92,7677.744,7502.589,15116.73341,15466.19306,0.255098499,0.251534814,175.155
3242,5/27/2021,F2,WT,650,12812.28,11763.813,3290.093,2974.013,126.75,4436.427,4048.147,9418.43818,10225.60958,0.315764986,0.321750305,388.28
3245,5/27/2021,F2,WT,650,16993.582,15379.045,3340.478,3101.134,113.23,5904.537,5271.776,12733.80654,14101.26663,0.243535505,0.236892053,632.761
3247,5/27/2021,F2,WT,650,31310.127,31781.744,5817.696,6137.451,172.38,10604.01,10809.961,26475.00238,26211.98622,0.231820602,0.221947927,-205.951
3248,5/27/2021,F2,WT,650,16534.018,15162.467,3199.35,2936.717,101.4,6190.05,5693.65,12524.21349,13662.253,0.234483148,0.234174407,496.4
3249,5/27/2021,F2,WT,650,26350.018,26595.01,4092.064,4215.431,184.21,9306.037,9455.771,22564.23508,22413.07705,0.18681914,0.182574842,-149.734
3250,5/27/2021,F2,WT,650,34433.617,33041.02,5646.253,5473.306,287.3,11330.642,10713.335,28104.63417,29288.28093,0.194747456,0.192781987,617.307
3251,5/27/2021,F2,WT,650,13596.234,12862,3038.844,2895.109,108.16,5012.109,4708.047,10433.0633,11033.34597,0.277493668,0.275423612,304.062
3252,5/27/2021,F2,WT,650,31410.367,30498.473,4819.953,4832.962,179.14,10480.066,10169.981,26004.70675,26864.57937,0.18584951,0.179416656,310.085
3255,5/27/2021,F2,WT,650,33160.68,31334.141,5197.301,4980.368,275.47,11175.484,10514.264,26696.8358,28282.76851,0.186552745,0.183762102,661.22
3256,5/27/2021,F2,WT,650,36779.656,34761.094,5846.514,5465.581,588.12,12770.351,11749.939,29631.84766,31254.63689,0.184449551,0.187060692,1020.412
3257,5/27/2021,F2,WT,650,22303.123,21729.076,3904.238,3774.038,177.45,7859.543,7686.981,18268.30947,18740.56369,0.20658934,0.208330873,172.562
3258,5/27/2021,F2,WT,650,20633.029,19846.914,3653.356,3467,175.76,6822.192,6572.442,16760.64002,17400.53384,0.206853676,0.209956547,249.75
3263,5/27/2021,F2,WT,650,33240.898,30192.625,4956.487,4765.013,135.2,10974.275,10132.912,25741.91483,28528.84764,0.18510717,0.173735969,841.363
3264,5/27/2021,F2,WT,650,25794.855,23122.273,3936.871,3753.903,104.78,8733.129,7956.936,19620.88657,22049.01886,0.191321783,0.178550847,776.193
3265,5/27/2021,F2,WT,650,16820.5,17722.742,3279.548,3193.403,104.78,6381.693,6770.452,14743.85253,13869.81789,0.216592169,0.236452131,-388.759
3266,5/27/2021,F2,WT,650,15494.802,20132.623,2619.514,3468.657,246.74,6295.185,7734.521,16824.6758,12910.37443,0.206164864,0.202899925,-1439.336
3267,5/27/2021,F2,WT,650,29731.555,29518.412,4876.033,4907.478,155.48,10162.044,10104.794,24997.5378,25216.46915,0.196318455,0.193367,57.25
3268,5/27/2021,F2,WT,650,36512.074,34256.27,5319.234,5215.14,180.83,11951.981,11342.206,29337.22666,31422.00359,0.177765269,0.169283731,609.775
3269,5/27/2021,F2,WT,650,25275.805,24787.475,4371.161,4428.424,199.42,8863.864,8812.593,20766.01761,21274.95551,0.213253407,0.205460406,51.271
3270,5/27/2021,F2,WT,650,27248.961,25954.707,9885.894,9787.28,126.75,6496.52,6140.307,19600.79027,20775.09838,0.499330887,0.475853053,356.213
3271,5/27/2021,F2,WT,650,22534.58,22943.398,3943.688,4299.441,157.17,8033.538,8200.86,19106.53087,18918.05314,0.22502468,0.20846162,-167.322
3272,5/27/2021,F2,WT,650,20278.91,19224.91,3956.595,3676.157,150.41,6933.292,6605.022,16021.59261,16864.58917,0.229450161,0.234609629,328.27
3273,5/27/2021,F2,WT,650,22836.15,21024.834,4015.167,3763.183,101.4,7856.4,7250.883,17652.67924,19215.39549,0.213179141,0.20895573,605.517
3274,5/27/2021,F2,WT,650,28426.688,25831.641,4406.297,4486.047,108.16,10066.578,9327.312,21681.84681,24178.70077,0.206903362,0.182238783,739.266
3275,5/27/2021,F2,WT,650,38849.812,37372.215,5839.497,5741.669,966.68,13347.237,12740.204,31908.49167,33218.90356,0.179941724,0.175788373,607.033
3276,5/27/2021,F2,WT,650,17863.059,18949.135,3490.016,3647.021,314.34,6483.118,6896.489,15705.88096,14781.5581,0.23220735,0.236106098,-413.371
3278,5/27/2021,F2,WT,650,19788.607,17591.896,4225.49,3936.186,245.05,7040.469,6262.29,14315.88232,16211.40819,0.274952386,0.260649164,778.179
3280,5/27/2021,F2,WT,650,39272.547,38018.473,5775.887,5706.155,163.93,13293.31,12992.104,32525.71109,33685.59799,0.175435211,0.171464583,301.206
3281,5/27/2021,F2,WT,650,42772.121,39348.574,5669.737,5507.503,288.99,14334.059,12962.994,33966.62855,37043.68918,0.162144529,0.153055409,1371.065
3282,5/27/2021,F2,WT,650,15950.156,15958.637,2931.468,2988.312,130.13,5490.52,5489.727,13331.78351,13353.27916,0.224149454,0.219531694,0.793
3283,5/27/2021,F2,WT,650,24480.141,24053.125,4207.088,4094.596,229.84,8619.552,8487.463,20270.37115,20612.66948,0.201999064,0.204102045,132.089
3284,5/27/2021,F2,WT,650,24840.061,23026.416,4101.651,3872.081,251.81,8771.376,8132.235,19429.08842,20999.62453,0.199292984,0.195320207,639.141
3285,5/27/2021,F2,WT,650,25123.33,23356.461,4013.483,3905.363,153.79,8676.857,8036.758,19759.63459,21347.58118,0.197643483,0.188006452,640.099
3287,5/27/2021,F2,WT,650,28465.449,27061.859,4748.692,4566.756,131.82,9501.654,9020.295,22927.62227,24143.32798,0.199181404,0.196687549,481.359
3288,5/27/2021,F2,WT,650,19168.844,20383.219,3208.656,3410.672,108.16,6777.922,7169.344,17213.38748,16180.45114,0.198140663,0.198304483,-391.422
3291,5/27/2021,F2,WT,650,30938.695,31333.348,4971.961,5110.24,1139.06,10943.935,11180.335,26500.65715,26224.20802,0.192834463,0.189594324,-236.4
3292,5/27/2021,F2,WT,650,26298.059,24955.607,4788.975,4397.133,202.8,8383.366,7911.858,21121.87349,22167.06271,0.208179118,0.216040125,471.508
3293,5/27/2021,F2,WT,650,11777.213,11354.017,2955.508,2781.951,103.09,4258.918,4096.262,9101.29319,9401.59934,0.305665463,0.314362258,162.656
3294,5/27/2021,F2,WT,650,18109.283,18076.852,3252.239,3281.313,113.23,6385.418,6439.985,15114.15896,15172.36691,0.217101925,0.214352778,-54.567
3295,5/27/2021,F2,WT,650,32813.285,31611.773,5203.575,4994.28,314.34,11741.29,11437.753,26791.63153,27824.54515,0.18641194,0.187013839,303.537
3298,5/27/2021,F2,WT,650,38965.859,37782.523,6016.902,5988.761,155.48,11948.239,11630.945,32398.60012,33506.73553,0.184846289,0.17957291,317.294
3299,5/27/2021,F2,WT,650,25409.637,23924.479,4170.985,3998.986,116.61,8129.623,7675.507,20346.67009,21654.38658,0.196542529,0.19261617,454.116
3301,5/27/2021,F2,WT,650,27947.469,27085.865,4503.721,4336.522,187.59,9746.271,9481.495,22986.02429,23708.70538,0.188659071,0.189960646,264.776
3304,5/27/2021,F3,WT,650,22479.598,23484.607,4622.514,4568.144,305.89,8254.53,8696.266,19411.20014,18461.30488,0.235335475,0.250389343,-441.736
3305,5/27/2021,F3,WT,650,11299.299,13529.94,2867.478,2836.284,113.23,4612.776,5712.269,10941.37837,8903.10822,0.259225475,0.322076058,-1099.493
3306,5/27/2021,F3,WT,650,32865.07,32893.902,4906.491,4732.886,192.66,12080.167,12016.544,28102.32906,27969.39804,0.168416148,0.175423547,63.623
3308,5/27/2021,F3,WT,650,22238.312,22421.656,3931.448,3929.955,113.23,9129.06,9407.672,18551.32217,18420.12316,0.211842313,0.213432232,-278.612
3310,5/27/2021,F3,WT,650,20385.75,20127.037,3746.413,3682.863,135.2,7728.462,7750.888,16702.45089,16931.74333,0.220498358,0.221265639,-22.426
3311,5/27/2021,F3,WT,650,23718.238,24624.625,4031.3,4243.425,135.2,8676.55,9128.175,20641.2565,19933.1045,0.205579781,0.202241452,-451.625
3312,5/27/2021,F3,WT,650,14218.815,13772.954,3082.723,3002.508,109.85,6248.338,6150.646,11013.00202,11397.78759,0.27263302,0.270466788,97.692
3314,5/27/2021,F3,WT,650,18445.439,18109.373,3689.945,3637.934,153.79,6998.11,6987.055,14853.72753,15160.12725,0.244917243,0.243398023,11.055
3317,5/27/2021,F3,WT,650,19727.123,19991.42,4195.824,4229.145,373.49,7843.479,8049.629,16220.54364,16013.07527,0.260727698,0.262024872,-206.15
3319,5/27/2021,F3,WT,650,16061.102,17082.102,3404.203,3438.899,133.51,6479.583,6969.063,13935.36356,13025.75364,0.246774975,0.261344034,-489.48
3321,5/27/2021,F3,WT,650,33437.629,36020.266,5340.108,5516.398,297.44,12627.676,13564.216,30519.37402,28208.11332,0.180750693,0.189311066,-936.54
3322,5/27/2021,F3,WT,650,37392.562,37881.289,6361.458,6490.693,258.57,13979.667,14557.065,31675.37936,31364.85253,0.204912873,0.202821231,-577.398
3323,5/27/2021,F3,WT,650,33696.016,35820.719,5249.153,5791.359,221.39,12673.718,13560.03,30174.89303,28505.95849,0.191926414,0.184142308,-886.312
3324,5/27/2021,F3,WT,650,22429.525,23167.682,4145.229,4367.273,376.87,8580.569,8906.893,19160.71764,18602.24552,0.227928467,0.222834872,-326.324
3326,5/27/2021,F3,WT,650,28933.623,29147.631,4386.688,4621.246,206.18,10854.812,11133.853,24582.93855,24546.26408,0.187985907,0.178711024,-279.041
3328,5/27/2021,F3,WT,650,20949.943,21585.9,3567.072,4023.357,118.3,8293.985,8681.157,17804.10096,17483.53769,0.225979229,0.204024612,-387.172
3329,5/27/2021,F3,WT,650,30723.516,27138.131,4975.111,4555.414,167.31,10839.677,9849.889,22852.28267,26027.16854,0.199341749,0.191150681,989.788
3330,5/27/2021,F3,WT,650,38242.102,38690.543,5994.662,7287.756,214.63,14354.307,14162.512,32137.15504,32337.61281,0.226770415,0.185377382,191.795
3331,5/27/2021,F3,WT,650,19663.021,20258.494,3637.769,3768.011,153.79,8434.418,8636.209,16620.56846,16132.46401,0.226707709,0.2254937,-201.791
3333,5/27/2021,F3,WT,650,31903.525,32435.459,5523.202,5564.785,611.78,12036.381,12250.917,27158.44872,26689.31555,0.204900694,0.20694431,-214.536
3334,5/27/2021,F3,WT,650,25452.621,23582.26,4096.454,4093.769,182.52,10155.12,9561.963,19595.78946,21352.02758,0.208910644,0.191853162,593.157
3335,5/27/2021,F3,WT,650,38215.676,39653.762,5295.79,5848.325,192.66,13150.711,13991.815,33895.7049,32910.27221,0.172538822,0.160916019,-841.104
3336,5/27/2021,F3,WT,650,36495.484,37170.25,5534.553,5522.145,268.71,12690.698,13232.975,31729.2479,31150.93829,0.174039581,0.177668902,-542.277
3337,5/27/2021,F3,WT,650,34397.113,30993.193,4978.742,4803.209,104.78,13408.968,12410.613,26089.47576,29210.67582,0.184105232,0.170442547,998.355
3338,5/27/2021,F3,WT,650,17756.715,18154.863,3548.657,3738.353,172.38,7254.147,7465.226,14755.14297,14497.63886,0.253359321,0.244774824,-211.079
3339,5/27/2021,F3,WT,650,24591.336,23221.861,4335.287,4234.476,206.18,9586.451,9159,19237.37872,20472.2082,0.220117099,0.211764503,427.451
3340,5/27/2021,F3,WT,650,19385.037,21311.178,3689.506,3893.279,133.51,7401.62,8388.962,17653.83735,16023.29102,0.220534432,0.23025894,-987.342
3342,5/27/2021,F3,WT,650,26276.191,24789.766,4638.279,4651.338,114.92,10607.765,10088.691,20407.70557,21802.42778,0.227920674,0.2127414,519.074
3343,5/27/2021,F3,WT,650,22240.885,19395.422,4082.463,3665.263,160.55,9302.8,8230.253,15889.08454,18309.64761,0.230678048,0.222967863,1072.547
3344,5/27/2021,F3,WT,650,17112.221,18175.396,3501.235,3392.985,114.92,6860.015,7419.191,14967.46766,13953.1636,0.226690652,0.250927682,-559.176
3346,5/27/2021,F3,WT,650,24542.871,25911.445,4220.18,4356.906,197.73,9079.47,9681.761,21762.75023,20581.0763,0.200200156,0.205051472,-602.291
3347,5/27/2021,F3,WT,650,28036.277,26792.178,5085.158,4809.218,170.69,10963.891,10674.505,22215.13651,23258.00397,0.216483837,0.218641204,289.386
3348,5/27/2021,F3,WT,650,20791.986,20179.219,3920.513,3758.961,131.82,8276.513,8074.397,16652.83424,17141.57664,0.225724999,0.228713676,202.116
3349,5/27/2021,F3,WT,650,18075.025,17343.139,3640.652,3548.156,194.35,7620.896,7341.026,14067.82138,14697.5092,0.252217874,0.247705373,279.87
3350,5/27/2021,F3,WT,650,26104.635,26769.414,4232.78,4509.159,138.58,10312.28,10704.158,22345.76971,21901.9284,0.201790274,0.193260608,-391.878
3352,5/27/2021,F3,WT,650,28093.076,30205.902,4783.624,5182.871,157.17,10797.893,11644,25246.62037,23506.15561,0.205289695,0.203505162,-846.107
3354,5/27/2021,F3,WT,650,21321.852,20526.689,3609.574,3574.934,103.09,8738.574,8578.377,17002.08235,17748.44872,0.21026448,0.203374056,160.197
3355,5/27/2021,F3,WT,650,18418.285,17704.883,3537.961,3489.039,130.13,7270.584,7037.675,14518.53408,15161.75471,0.240316204,0.233347727,232.909
3356,5/27/2021,F3,WT,650,15769.523,16906,3089.667,3370.016,106.47,6257.032,6718.365,13843.40217,12943.16341,0.243438423,0.238710345,-461.333
3357,5/27/2021,F3,WT,650,18254.111,18157.602,3529.572,3392.408,165.62,7094.337,7137.521,15003.49677,15035.51381,0.226107824,0.234749011,-43.184
3358,5/27/2021,F3,WT,650,25788.559,25681.537,4090.591,4279.753,157.17,9961.226,10082.85,21497.52641,21727.91283,0.199081183,0.188264332,-121.624
3359,5/27/2021,F3,WT,650,41171.418,38472.988,6227.494,6240.198,136.89,15413.223,14431.223,32423.75069,34942.33381,0.192457623,0.17822204,982
3360,5/27/2021,F3,WT,650,15090.44,15662.164,3134.263,3158.329,256.88,5675.085,5953.756,12857.03599,12351.01446,0.245649853,0.253765633,-278.671
3361,5/27/2021,F3,WT,650,32467.344,32732.41,5110.902,5319.442,103.09,11900.295,12253.951,27584.85505,27497.50989,0.192839222,0.185867812,-353.656
3362,5/27/2021,F3,WT,650,20415.346,19579.045,4238.854,4066.896,371.8,8032.305,7766.705,15947.91617,16642.61543,0.255011122,0.254698789,265.6
3363,5/27/2021,F3,WT,650,10349.532,10364.468,2542.424,2475.877,343.07,4800.404,4785.315,8143.04334,8089.97052,0.304048118,0.314268636,15.089
3364,5/27/2021,F3,WT,650,31121.754,31125.115,4927.492,4817.197,103.09,11735.147,11993.459,26293.24338,26280.50531,0.183210452,0.18749609,-258.312
3365,5/27/2021,F3,WT,650,20055.721,19655,3940.115,3892.885,103.09,7708.312,7552.377,16156.81932,16502.88077,0.240943773,0.238753164,155.935
3366,5/27/2021,F3,WT,650,18896.213,17661.25,4080.462,3945.015,223.08,6569.705,6257.515,14381.4642,15485.32419,0.274312472,0.263505107,312.19
3367,5/27/2021,F3,WT,650,15897.594,15061.766,3432.953,3217.562,108.16,6498.234,6150.516,12187.8601,12843.46445,0.263997287,0.267291821,347.718
3368,5/27/2021,F3,WT,650,31914.152,31697.49,4822.316,4878.327,165.62,11504.163,11593.367,26909.23696,27172.53355,0.181288195,0.177470238,-89.204
3369,5/27/2021,F3,WT,650,19365.143,18850.631,3689.479,3607.378,201.11,8043.042,7842.891,15448.57137,15881.54115,0.233508841,0.232312404,200.151
3372,5/27/2021,F3,WT,650,30012.928,26000.736,4990.191,4434.995,327.86,11322.294,10058.918,21738.99423,25216.89091,0.204011048,0.197890811,1263.376
3373,5/27/2021,F3,WT,650,32476.133,30220.748,4965.019,4873.673,268.71,12410.698,11675.547,25419.34738,27486.64031,0.191730847,0.180633899,735.151
3374,5/27/2021,F3,WT,650,14394.178,14545.79,3308.645,3160.484,104.78,5673.952,5780.936,11772.35564,11562.54527,0.268466575,0.286151961,-106.984
3375,5/27/2021,F3,WT,650,30861.08,29621.77,5213.611,5041.032,212.94,11190.079,10934.754,24872.41978,25971.75116,0.202675576,0.200741605,255.325
3377,5/27/2021,F3,WT,650,19546.076,20016.951,3440.51,3632.144,175.76,7522.336,7759.961,16617.52209,16293.36186,0.218573141,0.211160228,-237.625
3378,5/27/2021,F3,WT,650,33096.773,31210.453,5170.603,5069.369,238.29,12248.319,11659.809,26308.32372,28029.1728,0.192690688,0.184472194,588.51
3382,5/27/2021,F3,WT,650,17312.314,15955.86,3201.387,3123.365,375.18,7501.572,6999.522,12970.56737,14190.28021,0.240804038,0.225604213,502.05
3384,5/27/2021,F3,WT,650,15429.82,15048.678,3313.335,3257.766,403.91,6492.762,6328.448,12119.6569,12440.12767,0.268800184,0.266342524,164.314
3385,5/27/2021,F3,WT,650,25664.336,22224.215,4130.602,3868.255,165.62,10378.163,9153.296,18434.91361,21503.26597,0.209833096,0.192091843,1224.867
3386,5/27/2021,F3,WT,650,24587.551,24071.133,4050.9,4083.217,101.4,9647.134,9554.95,20091.58749,20607.61854,0.203230183,0.196572932,92.184
3387,5/27/2021,F3,WT,650,16399.41,11981.774,3799.654,3173.277,366.73,5903.802,4505.369,9443.91708,13263.871,0.336012798,0.286466447,1398.433
3388,5/27/2021,F3,WT,650,29821.473,28289.488,5007.181,4775.347,214.63,11193.339,10705.669,23724.47698,25040.93266,0.201283552,0.199959844,487.67
3389,5/27/2021,F3,WT,650,15730.603,14332.723,3582.153,3174.153,353.21,6705.564,6079.263,11495.36194,12558.00475,0.276124668,0.285248578,626.301
3390,5/27/2021,F3,WT,650,41236.543,39706.914,5970.47,5768.096,140.27,14698.289,14280.024,33936.61856,35279.51899,0.169966728,0.169233316,418.265
3391,5/27/2021,F3,WT,650,35844.609,36758.352,5940.087,6172.728,310.96,13153.142,13596.756,30903.42252,30197.26591,0.199742536,0.196709431,-443.614
3392,5/27/2021,F3,WT,650,17743.027,18342.014,3237.811,3391.851,125.06,7650.203,7998.716,15024.57693,14573.4486,0.225753511,0.222171916,-348.513
